upgrade,state,comstock_building_type,percentage_above_25,percentage_above_50
05,AK,FullServiceRestaurant,0.0,0.0
05,AK,Hospital,66.66666666666666,0.0
05,AK,LargeHotel,11.11111111111111,0.0
05,AK,LargeOffice,37.5,25.0
05,AK,MediumOffice,43.75,0.0
05,AK,Outpatient,50.0,0.0
05,AK,PrimarySchool,63.63636363636363,9.090909090909092
05,AK,QuickServiceRestaurant,0.0,0.0
05,AK,RetailStandalone,50.0,9.25925925925926
05,AK,RetailStripmall,0.0,0.0
05,AK,SecondarySchool,37.2093023255814,23.25581395348837
05,AK,SmallHotel,0.0,0.0
05,AK,SmallOffice,6.382978723404255,0.0
05,AK,Warehouse,6.61764705882353,0.0
05,AL,FullServiceRestaurant,0.0,0.0
05,AL,Hospital,5.88235294117647,0.0
05,AL,LargeHotel,0.0,0.0
05,AL,LargeOffice,5.813953488372093,0.0
05,AL,MediumOffice,0.0,0.0
05,AL,Outpatient,0.0,0.0
05,AL,PrimarySchool,4.054054054054054,0.0
05,AL,QuickServiceRestaurant,0.0,0.0
05,AL,RetailStandalone,0.49652432969215493,0.0
05,AL,RetailStripmall,0.0,0.0
05,AL,SecondarySchool,22.82608695652174,0.0
05,AL,SmallHotel,0.0,0.0
05,AL,SmallOffice,0.0,0.0
05,AL,Warehouse,0.34843205574912894,0.0
05,AR,FullServiceRestaurant,0.0,0.0
05,AR,Hospital,5.88235294117647,0.0
05,AR,LargeHotel,0.0,0.0
05,AR,LargeOffice,0.0,0.0
05,AR,MediumOffice,0.0,0.0
05,AR,Outpatient,0.0,0.0
05,AR,PrimarySchool,16.43835616438356,0.0
05,AR,QuickServiceRestaurant,0.0,0.0
05,AR,RetailStandalone,0.16556291390728478,0.0
05,AR,RetailStripmall,0.15408320493066258,0.0
05,AR,SecondarySchool,44.44444444444444,0.0
05,AR,SmallHotel,0.0,0.0
05,AR,SmallOffice,0.819672131147541,0.0
05,AR,Warehouse,0.0,0.0
05,AZ,FullServiceRestaurant,0.0,0.0
05,AZ,Hospital,27.27272727272727,0.0
05,AZ,LargeHotel,0.0,0.0
05,AZ,LargeOffice,8.88888888888889,0.0
05,AZ,MediumOffice,0.0,0.0
05,AZ,Outpatient,0.0,0.0
05,AZ,PrimarySchool,0.0,0.0
05,AZ,QuickServiceRestaurant,0.0,0.0
05,AZ,RetailStandalone,0.0,0.0
05,AZ,RetailStripmall,0.0,0.0
05,AZ,SecondarySchool,9.63855421686747,0.0
05,AZ,SmallHotel,0.0,0.0
05,AZ,SmallOffice,0.08873114463176575,0.0
05,AZ,Warehouse,0.0,0.0
05,CA,FullServiceRestaurant,0.0,0.0
05,CA,Hospital,0.0,0.0
05,CA,LargeHotel,4.166666666666666,0.0
05,CA,LargeOffice,25.271739130434785,0.2717391304347826
05,CA,MediumOffice,15.487804878048781,0.0
05,CA,Outpatient,6.966033390903857,0.0
05,CA,PrimarySchool,25.589225589225588,0.0
05,CA,QuickServiceRestaurant,0.0,0.0
05,CA,RetailStandalone,42.81762497530132,0.0
05,CA,RetailStripmall,0.0,0.0
05,CA,SecondarySchool,26.066350710900476,0.0
05,CA,SmallHotel,1.8575851393188854,0.0
05,CA,SmallOffice,0.6878224167578553,0.0
05,CA,Warehouse,8.697434215919337,0.6230018854004427
05,CO,FullServiceRestaurant,0.0,0.0
05,CO,Hospital,27.27272727272727,9.090909090909092
05,CO,LargeHotel,3.125,0.0
05,CO,LargeOffice,28.767123287671232,0.0
05,CO,MediumOffice,16.33986928104575,0.0
