upgrade,state,comstock_building_type,percentage_above_25,percentage_above_50
18,AK,FullServiceRestaurant,0.0,0.0
18,AK,Hospital,66.66666666666666,0.0
18,AK,LargeHotel,11.11111111111111,0.0
18,AK,LargeOffice,37.5,25.0
18,AK,MediumOffice,68.75,18.75
18,AK,Outpatient,50.0,0.0
18,AK,PrimarySchool,81.81818181818183,27.27272727272727
18,AK,QuickServiceRestaurant,33.33333333333333,0.0
18,AK,RetailStandalone,87.03703703703704,44.44444444444444
18,AK,RetailStripmall,39.285714285714285,3.571428571428571
18,AK,SecondarySchool,41.86046511627907,27.906976744186046
18,AK,SmallHotel,0.0,0.0
18,AK,SmallOffice,62.76595744680851,28.723404255319153
18,AK,Warehouse,73.52941176470588,14.705882352941178
18,AL,FullServiceRestaurant,2.9787234042553195,0.0
18,AL,Hospital,23.52941176470588,0.0
18,AL,LargeHotel,3.3333333333333335,0.0
18,AL,LargeOffice,20.930232558139537,1.1627906976744187
18,AL,MediumOffice,27.586206896551722,1.1494252873563218
18,AL,Outpatient,20.3125,0.0
18,AL,PrimarySchool,36.486486486486484,0.0
18,AL,QuickServiceRestaurant,0.9803921568627451,0.0
18,AL,RetailStandalone,78.5501489572989,26.812313803376362
18,AL,RetailStripmall,27.970557308096737,0.8412197686645636
18,AL,SecondarySchool,64.13043478260869,0.0
18,AL,SmallHotel,14.583333333333334,0.0
18,AL,SmallOffice,67.23366159355416,5.729632945389436
18,AL,Warehouse,33.88501742160279,0.0
18,AR,FullServiceRestaurant,7.006369426751593,0.0
18,AR,Hospital,11.76470588235294,0.0
18,AR,LargeHotel,0.0,0.0
18,AR,LargeOffice,13.793103448275861,0.0
18,AR,MediumOffice,42.22222222222222,4.444444444444445
18,AR,Outpatient,29.78723404255319,0.0
18,AR,PrimarySchool,58.9041095890411,0.0
18,AR,QuickServiceRestaurant,3.007518796992481,0.0
18,AR,RetailStandalone,82.78145695364239,38.741721854304636
18,AR,RetailStripmall,37.28813559322034,1.078582434514638
18,AR,SecondarySchool,74.07407407407408,0.0
18,AR,SmallHotel,8.928571428571429,0.0
18,AR,SmallOffice,70.62841530054644,10.655737704918032
18,AR,Warehouse,43.09623430962343,0.0
18,AZ,FullServiceRestaurant,1.9047619047619049,0.0
18,AZ,Hospital,36.36363636363637,0.0
18,AZ,LargeHotel,0.0,0.0
18,AZ,LargeOffice,11.11111111111111,0.0
18,AZ,MediumOffice,24.637681159420293,0.7246376811594203
18,AZ,Outpatient,21.91235059760956,0.0
18,AZ,PrimarySchool,33.70786516853933,0.0
18,AZ,QuickServiceRestaurant,0.0,0.0
18,AZ,RetailStandalone,77.86697247706422,20.98623853211009
18,AZ,RetailStripmall,19.579646017699115,0.11061946902654868
18,AZ,SecondarySchool,48.19277108433735,0.0
18,AZ,SmallHotel,18.39080459770115,0.0
18,AZ,SmallOffice,62.46672582076309,3.3717834960070983
18,AZ,Warehouse,43.872229465449806,0.0
18,CA,FullServiceRestaurant,0.0,0.0
18,CA,Hospital,1.6129032258064515,0.0
18,CA,LargeHotel,6.25,0.0
18,CA,LargeOffice,32.880434782608695,0.5434782608695652
18,CA,MediumOffice,42.68292682926829,1.2195121951219512
18,CA,Outpatient,49.740932642487046,0.8635578583765112
18,CA,PrimarySchool,74.74747474747475,1.1784511784511784
18,CA,QuickServiceRestaurant,0.0,0.0
18,CA,RetailStandalone,79.37166567871962,16.044260027662517
18,CA,RetailStripmall,46.6278793635716,6.459273331750177
18,CA,SecondarySchool,46.682464454976305,0.0
18,CA,SmallHotel,19.659442724458202,0.0
18,CA,SmallOffice,63.076442082226045,16.226356104423946
18,CA,Warehouse,76.24395442249364,52.733830641855896
18,CO,FullServiceRestaurant,4.797047970479705,0.0
18,CO,Hospital,36.36363636363637,9.090909090909092
18,CO,LargeHotel,3.125,0.0
18,CO,LargeOffice,50.68493150684932,5.47945205479452
18,CO,MediumOffice,54.90196078431373,1.3071895424836601
