state,perc_elec_savings,perc_gas_savings,perc_total_savings
AK,-14.968574128550163,87.84578723957361,32.82724821551827
AL,11.458952771718222,33.37421319382915,13.031478181802918
AR,14.178816656804148,49.77478669891559,18.083250208942943
AZ,15.237306994102466,20.716062079934147,15.5972139552306
CA,6.575717144982935,92.06591945885366,23.63382406856347
CO,5.81138066971423,75.59229263814797,24.39137385606583
CT,3.7465963462703975,70.45835802852692,17.171773418907033
DC,8.698507887764068,67.26894579956542,17.525514474141136
DE,0.6158489204140232,79.27536615802896,20.11503432951258
FL,9.828420544444324,1.6152848068750267,9.443647173672083
GA,12.15244668287172,43.32752775661216,15.130035792536288
HI,15.235659111376869,3.8232311815935027,14.619810022759996
IA,2.7069402370954125,81.03743536221829,22.241400070858244
ID,6.774406684544671,76.97088956271601,24.672545456524567
IL,-1.4469753447393476,82.62197568990278,24.48589903940803
IN,0.43136023260681067,78.62720608494355,20.479939679080996
KS,7.271396257728366,68.84621543606406,17.29120565703109
KY,10.778244498791114,59.726022570006414,17.07906422602665
LA,17.142618252798695,31.276090762329886,18.235523035346127
MA,6.150028132144939,70.26601831359062,18.317961270969775
MD,10.68387704700816,61.326418165011454,17.844378884799532
ME,6.161015287328488,52.72587243293708,12.14427467176457
MI,-6.483880768629481,85.59452379537603,27.70052858534672
MN,0.4628033429394405,82.96761266126094,23.524052108079246
MO,12.067372522030105,70.61284096004614,21.740630054699995
MS,11.973307644394781,18.12771978797419,12.310616395815563
MT,6.041763017481875,75.26430810468959,20.08481461924773
NC,10.547582912130201,30.390101864845548,12.073585589384864
ND,14.273331357313582,67.78600183561576,20.233149907779584
NE,0.974818811836938,78.47086766637429,19.34452754266716
NH,2.3188031746039077,55.46668957804431,9.684275176852658
NJ,3.2865070639684504,76.77367189326031,21.23710300452404
NM,12.459641898453965,61.93782374830077,20.998733025184055
NV,10.53383939738592,40.866292817250454,13.524479937102216
NY,2.595144564037143,78.70549609055426,22.516053523058453
OH,1.0696090800789118,81.33076050230775,23.609728413066872
OK,12.688015224916327,57.680237884955254,18.59279568287858
OR,10.876892456279668,60.822162569618285,18.61878510842103
PA,1.4509950168126589,74.31286467778173,17.748020226801863
RI,5.045941194886792,71.66778277378361,18.5869344522233
SC,12.011612592534616,32.51118548585967,13.548257108540103
SD,3.1311410005096407,70.37746509023633,12.575198100525105
TN,13.929904056183089,40.319844046701625,16.06945501315385
TX,13.951830970631057,27.640828501730617,14.928505551367051
UT,0.2116518338583697,77.0696661713936,20.20104994548724
VA,8.559667265418154,53.203606922936146,13.9635560686694
VT,0.3881765933591388,42.24686614108547,5.204522568176915
WA,10.6991450505855,58.706163450798606,18.222187599464462
WI,-3.52964892457445,82.41987179734338,23.21868939555028
WV,8.354396154214296,59.49721941158971,14.4671715469982
WY,2.988170613125027,80.78423740337615,29.828951135168133
