state,perc_elec_savings,perc_gas_savings,perc_total_savings
AK,15.937674198332253,3.699680705286349e-05,13.038358410402088
AL,16.592527637348596,0.0908447624554512,13.22382299014443
AR,16.94979874255744,0.3584205335007312,13.593674720970508
AZ,19.82778282175857,0.18867561628961263,16.59422115051488
CA,13.232430566345815,42.76344994841843,16.899949273523898
CO,15.928642108783373,0.19444165610596148,12.662652583089903
CT,18.30408230805956,1.1980896293327614e-05,13.753233011456109
DC,9.470414090671214,7.034495619912172e-05,7.050849626904945
DE,9.243951134725855,8.033623990284925e-06,7.830356063196335
FL,16.331959810798487,1.9852858055490656e-05,13.562767103385278
GA,16.547299307307675,0.2748693198897319,13.536240075883562
HI,8.292131876290169,1.5720266664268736e-05,6.998355017869912
IA,15.705411241510342,1.756124093725554,12.158146854503903
ID,18.5228594572463,1.4661276843622582e-05,14.573853055635873
IL,15.499670355627453,5.2481504457947175,13.383806761447593
IN,15.829946999201546,2.102697661822441,12.465468375811602
KS,18.572432098596888,5.8033497258623876e-05,15.1153944628503
KY,13.361401874572412,0.4996553733461656,10.376695189703806
LA,19.137787279443383,0.01812157151249119,15.653014637747338
MA,15.759975701367157,3.632168718333065,12.865610303781699
MD,14.569267568650664,3.5447103533749555e-05,11.613052905910159
ME,15.15649894033879,3.2084698675614976e-05,11.921617984408124
MI,14.823418193354907,10.358773765020853,13.743755365895527
MN,15.607667157462748,0.45543886931834693,12.953830520809438
MO,22.574472942967493,2.624388924929331,18.37074440247103
MS,19.880681579296475,1.364388993490991,16.65164543578506
MT,19.954300566393538,0.00012390284408043254,15.298947254202195
NC,16.611555149550426,0.004199705082015387,13.436717002890221
ND,13.42800926926886,3.5822241844814116,10.855432395776022
NE,18.720437833014437,12.515776801896555,17.179738728761617
NH,16.9935077866736,2.10755381593177e-05,13.497266457447575
NJ,17.918691812212785,0.06349447684489266,13.70261219146463
NM,16.39428445179897,0.4910017242022302,13.135669024697037
NV,14.317982541759951,0.008832359279823088,11.819198306043344
NY,15.382362917692472,0.3282735394535866,12.343397426244204
OH,17.13154768591099,0.11607837920160288,13.883297875645093
OK,20.391295387852107,0.6473509690573668,16.78044339549142
OR,17.111009772843893,3.4667794067051606e-05,12.919043652817443
PA,17.7378757182486,0.1386385025228129,13.555083722437633
RI,13.31145896330193,6.378418296093836e-05,10.45094208272793
SC,16.65397892736311,4.8170155981201345e-05,13.526277188147123
SD,19.6151735381375,0.8669624033022336,16.649487016454795
TN,23.32122426032723,2.6911118514894107e-05,19.777112774777624
TX,18.42890667161573,0.15093995837877336,15.011598413505675
UT,14.775084577169613,7.623528276297512,13.275876591099223
VA,16.264667200170436,3.1881149695177053,13.718499571672945
VT,15.59655270289692,3.1225866971773825e-05,12.268240324352602
WA,16.216495739238304,1.7881879743193048,13.041585821074525
WI,16.758373737346382,3.4879158867106597,14.015785520812528
WV,17.444903494135882,3.281399957625443e-05,13.210003168957538
WY,17.499984668075122,9.987855132211974,15.70728504950814
