state,perc_elec_savings,perc_gas_savings,perc_total_savings
AK,-11.975700747172763,95.28365670548037,28.789411897427243
AL,9.163932136831727,86.64334988699771,12.259298297658292
AR,7.314250331283964,92.09839685469501,17.975442589969585
AZ,10.650269182862106,71.62994090567926,11.95232282637807
CA,1.3294518461887563,93.47104625187718,21.144212812215184
CO,0.3111422867114734,94.6325418723014,22.020772731225286
CT,2.60073336713436,95.49734554859714,21.32684041455373
DC,1.9191231079257085,95.72355597709847,20.60904870534927
DE,5.831406624656005,92.26650044233507,18.200803072934804
FL,12.523858779729016,33.79987277264941,12.637118120868834
GA,10.217337855294588,90.43392424009008,17.51524728343833
HI,14.518800309840062,28.58793172062505,14.66011435228499
IA,-0.8805818798106327,96.16738156877389,22.757292031946463
ID,5.763441516261092,94.20710392862023,21.711938892885666
IL,-1.983359639204154,95.84965654450106,24.115420867217214
IN,1.4607619662614697,91.6745562899756,17.11070569913928
KS,11.366307203306485,92.0951653072974,19.214441386905722
KY,9.248815109084347,92.23137735653572,21.08915338904884
LA,10.98227995471707,86.98442772089122,15.292105542798884
MA,-0.9014457839339879,95.91710206328874,24.022963177068082
MD,6.85706851733181,94.65385539893016,19.65945404325655
ME,-5.425110967565597,97.90173961846955,13.8407261200829
MI,-0.9119921463081111,95.52481129719642,25.29242509009249
MN,5.386029589265,91.61634748480166,19.704057471368486
MO,10.91692691030305,91.74786562504131,18.036085300634557
MS,11.526639421985282,82.95775439796543,14.747820412259168
MT,-2.6775994741228053,95.01486641362852,24.631847598523215
NC,9.95609859893748,90.63075475423443,16.02242421019017
ND,1.5333502183815362,97.67385241780235,16.614996667482085
NE,7.721351529599248,96.07386476013991,25.360317772586374
NH,3.8070892105177356,94.02945595338562,16.672956008839602
NJ,-5.905697640131238,95.76187803753405,22.270285591266646
NM,3.367929195124786,90.28041215661008,15.194758823893528
NV,7.283790549927674,87.0209353173545,13.311537286475527
NY,-7.539252821087545,95.52033674759004,23.15974630961904
OH,0.27846115267568183,92.3855494836383,17.82677841769498
OK,4.568312683517281,96.00514337542353,21.306786263486515
OR,3.7663671619321493,94.30111016770238,18.780651559632883
PA,-5.045534740498538,94.2460609495068,17.89794242825356
RI,-8.308151871832605,96.45802043206032,26.627155619198383
SC,10.344892404968652,91.30478438277709,14.461991251973116
SD,7.608790005227147,95.2819169375543,19.25092047164613
TN,8.170357496630025,86.14861148375711,13.70084727100826
TX,10.542143826194698,88.32269815269973,15.13908684037566
UT,4.372064449697711,93.6064465555514,19.767947780012545
VA,7.939507948852476,92.44921397960317,17.75322879240523
VT,4.845355022707628,95.12327599311712,10.439635427010083
WA,3.8764164683381765,93.39156640003083,17.501535683393616
WI,-3.7924852350727414,94.62029475980327,21.660112044061364
WV,7.166507892809426,94.63631157369642,19.559215954099184
WY,9.277786408309113,98.3443202105894,23.070071595746384
