state,perc_elec_savings,perc_gas_savings,perc_total_savings
AK,9.541547660113764,32.07679288405474,17.971752135590634
AL,11.458717104575378,9.884111621467802,10.988672506888424
AR,13.015636577776526,12.068801528221007,12.74327956545772
AZ,10.61546900673724,2.1224599914675366,8.182672806248933
CA,5.453116892376991,2.3618380896656235,4.19370468934304
CO,4.04356250570077,20.658383169819533,10.586667839078286
CT,7.443964829044377,19.900072520823205,12.167957913871508
DC,8.289129398788457,14.444398879225878,10.933245494071056
DE,14.632142492443755,23.170270667976357,17.13905882063454
FL,13.386689474426975,0.9161344480090231,10.27881578131993
GA,11.970076998549295,9.816647783714151,11.267927496786186
HI,16.228545335831136,0.34213549057193127,12.623714150516117
IA,-0.1731123379918494,32.41714890357835,14.137556685942137
ID,7.03409126075872,17.80417480733293,10.754651845098003
IL,1.1675779403484188,30.84391479030176,15.078658960553936
IN,4.757607559760896,27.260927788417536,13.820496696495509
KS,6.710076329977863,22.798720540060177,13.219749276918447
KY,9.513027540853338,17.321713576432305,12.304624524587544
LA,11.713761819750726,4.462992426523586,9.518877101749188
MA,5.6702000796110035,30.785913752758425,15.478403426284428
MD,10.022984404057203,19.194289625251976,13.160837581380903
ME,8.751962417952932,17.553351038852817,12.173916323552088
MI,-1.371615214494697,33.48861138877777,14.777304753260234
MN,-4.859021217377575,37.608911873236664,15.127343247300328
MO,10.600113838292257,24.267621222304715,15.517052068788262
MS,13.23390164063734,10.792998361039722,12.380931157006914
MT,1.858116123776951,19.562853175452513,10.999941629636915
NC,12.625090450645876,8.113292580485048,11.253556143228737
ND,1.779934174186799,36.37785624029602,15.195379845825437
NE,5.361708048502517,28.32711754880953,13.95310194622168
NH,5.468541629052403,33.62583092226203,16.2620863907444
NJ,7.844181045986925,20.155787840675394,12.84613469599725
NM,5.732579582133706,15.05651376210953,9.346925669099537
NV,10.435319435351,8.380346146921077,9.806537866266174
NY,9.19627767517136,23.29517290881068,14.317296985393442
OH,5.290349994322674,25.61763761001517,13.728883017610878
OK,10.056311065873214,17.98848424559493,12.774102133804902
OR,11.829062626751046,10.001989795978787,11.242987552274847
PA,9.131045433952862,19.34747883743097,12.908275530500838
RI,0.5859175726100547,29.1386165026532,14.177188319230257
SC,14.581350527828805,4.7091265671407365,11.762924117958812
SD,0.4211398955991993,35.68580276772126,15.779727753291303
TN,11.768919170721905,13.405866389292406,12.314119821406727
TX,12.277828892630748,6.319391513984781,10.480501272906453
UT,2.1415538405450807,22.40863145458416,10.339254136382038
VA,10.156565531740936,14.116633959575065,11.3335746986193
VT,10.130830389790097,20.444034615884114,13.085134148963512
WA,9.9256095312806,13.709735233045713,11.118142443222427
WI,-3.861765703425256,32.77395981189037,13.989632362419737
WV,10.839729793108408,20.632588235075946,14.413124094146172
WY,-4.965006216974536,33.10872801767201,11.46812177481798
