state,perc_elec_savings,perc_gas_savings,perc_total_savings
AK,-26.73325138072722,98.90516499922428,39.537365390211576
AL,9.557506849862166,94.92795545757016,14.927924682177366
AR,7.68012835515474,97.66814755419166,16.182893624638083
AZ,8.838099952835357,97.33164084416323,12.0000725797006
CA,-6.045402413345915,94.31707027822904,19.53878231449785
CO,6.5835318290059615,97.36109002231015,22.269814288818775
CT,5.157885884543588,97.35874245035758,17.10922963082057
DC,4.635355124975862,98.25084946830745,14.271502117925333
DE,4.881559138935304,95.86881401686543,13.75222420632385
FL,11.53195042416514,46.79638100895294,11.618435220231591
GA,8.168054749610423,93.73382834223983,11.575072703499572
HI,10.16461125189487,74.86812716355003,11.224791372112858
IA,-8.468309967118886,99.25968102290848,34.13188370376048
ID,-2.7443179597137086,98.14262670253834,26.345373738414573
IL,0.9575439972598856,97.55110078933265,26.39394286608279
IN,3.6236465143933128,96.67634145863211,18.146983413684097
KS,4.881783845680173,97.53436317732861,19.717994600080978
KY,4.443828059438779,97.63441937136824,19.14831122376559
LA,9.724017151214388,97.37701314171389,13.386636931331788
MA,5.665575409119451,91.90410843083103,17.354716714144953
MD,6.263212074662144,97.7160949235771,14.458690977361599
ME,7.829471346137408,89.72599572697429,9.969693230963076
MI,-1.024467249646738,98.74670688100952,28.429538442698714
MN,-2.1251278261170077,98.92422847487848,26.706700236924842
MO,4.946335412282975,98.59466720600662,21.182271298678998
MS,6.081110075957522,97.43462904182095,22.73370124804736
MT,-14.179319165377754,98.75391604787795,33.61760850522976
NC,10.216816337682156,94.48106133555483,13.079673976764711
ND,-3.2140951768241606,99.59091553415644,23.391789675692607
NE,-4.713982190153526,98.94656195331751,29.513244417691038
NH,7.812862293161436,92.3597849702814,19.34566149720374
NJ,4.874017964544767,98.17681044476853,17.5610257614955
NM,2.669485041708996,95.73973037429616,17.1673581471239
NV,10.223800138170981,94.85015380080984,16.060179793936424
NY,4.84750037513828,98.49060924103392,16.201156309886677
OH,1.3878869623793464,98.0944692301876,21.054137728318203
OK,5.626990242795472,93.93153580936132,15.830980357640867
OR,4.716298431960155,97.98057166859346,21.73965728628726
PA,3.461098196111359,97.66875974281564,13.70085280764193
RI,3.2780538337476686,98.31178309205158,20.901059683950564
SC,9.373773317378348,95.56342433283824,11.820959795542159
SD,-1.7447891273389493,98.8854439367196,24.717603636069267
TN,6.661762135826784,92.09501624837803,10.303313261352084
TX,9.072933058458672,96.76042057594051,12.278280288422776
UT,-0.9310279363380054,98.36543624296807,21.571803396717744
VA,7.283723160085273,96.22982032654187,11.914255211436647
VT,5.872376154897907,98.56304690885514,21.041694057766083
WA,3.223650359842647,97.86279167018729,17.33273198261356
WI,-0.9800746052002405,98.3240669891245,24.8411841825679
WV,11.483070133109802,80.93701283605138,13.387244187465049
WY,-10.468315390968488,99.38933446470115,32.555892109857595
