state,perc_elec_savings,perc_gas_savings,perc_total_savings
AK,1.3864484210944068,26.460131306152892,10.591417276849214
AL,8.878276567930444,7.480456827778879,8.504619795632394
AR,8.241102623502458,7.646758113778773,8.089557866827462
AZ,6.583656146580409,3.650411553289454,5.952870268827819
CA,-1.164757754818379,17.672934571430755,8.422119910143588
CO,5.306849291026158,21.297950632102705,10.003668614290314
CT,7.982864686845619,16.421249200102327,10.556552112674765
DC,11.932185759519744,4.438672853071921,10.151748219270408
DE,-1.0496710076769382,22.173755652568516,6.0102473500215305
FL,9.021332642871283,3.377617726589654,7.88722547234824
GA,5.655595123982361,20.066545120434412,10.050471062094214
HI,10.392105078767678,0.9017453904766808,8.788780234184722
IA,1.1464137946220128,37.30423658845567,12.054776301513126
ID,7.421726151177537,0.0,7.035080969361164
IL,1.1795555940110032,39.022073179629054,14.569970076150842
IN,8.24800876401467,5.272971950282388,7.526189657013652
KS,8.43183059550312,8.438263847787763,8.43349058382221
KY,3.162303667875124,33.677133795567606,13.861503364812657
LA,10.944268366730494,12.434472868066191,11.304488266308468
MA,4.63537161348218,28.458228435047413,12.990190349271689
MD,3.425967275037185,26.794512543558465,11.420018466322002
ME,1.4043605242463342,16.942839899102804,7.074641730660229
MI,-5.169722722325646,40.16889807465415,14.108484710557699
MN,3.7680067722405726,49.27820209806316,20.45690515989465
MO,4.995193371595212,20.629056610837036,9.489456945554942
MS,11.188443962396127,0.9595758884635395,8.591498071149683
MT,-7.679254845790255,33.76895011157044,8.578677557166639
NC,7.286505622896288,13.31108210214437,8.943943427532325
ND,-7.150738619647775,53.590480861317,14.765545391027187
NE,7.635892162524918,8.655299528256216e-07,5.668529094219655
NH,2.6996157698437515,15.313633553872792,6.995714180408421
NJ,6.1198021047304465,19.94725677378001,10.187079113181474
NM,-1.5211152727814,35.87886638112124,13.736784118795345
NV,5.528310170703534,25.298741559181245,10.53318810764976
NY,2.7962857582799017,22.74729981468956,8.91338243358061
OH,-3.1898800414851727,46.40673132657591,17.21271012618216
OK,9.430463286918776,23.795150751486283,14.06272484416138
OR,9.659062124075687,21.62517395829715,13.602565617268947
PA,6.246509664774565,6.015491741702873,6.178752449164751
RI,4.148056016879597,19.340802696966755,10.14111304040086
SC,4.312321763325123,6.432981244592173,4.849400145227663
SD,-8.893560702591017,53.813862155853926,16.341522012457144
TN,9.410376683486607,13.280498136505408,10.549030096827815
TX,7.9139238500021705,8.288450728167522,8.008950064620677
UT,-1.0849028221056232,40.443622471330464,13.92113730108502
VA,3.24833091794364,26.01591085806187,10.162794068790088
VT,3.1581284617490852,4.892687055932888e-16,2.489022114137487
WA,5.293497169049635,22.60103728997983,10.950817959526452
WI,-8.183695237607873,39.92010910779361,14.438895367596814
WV,1.4351954292421276,29.969369574614237,12.853699021138887
WY,-1.15522617694169,18.449573362153263,4.869382120591739
